X,Y,Slice,DX,DY,Orientation,Coherency,Energy
232,732,0,-0.250,-0.968,-75.499,0.539,0.019
252,732,0,-0.269,-0.962,-74.382,0.524,0.126
272,732,0,-0.311,-0.949,-71.832,0.491,0.303
292,732,0,-0.407,-0.909,-65.895,0.418,0.251
312,732,0,-0.593,-0.795,-53.261,0.314,0.102
332,732,0,-0.839,-0.315,-20.602,0.203,0.040
352,732,0,-0.946,0.219,13.057,0.168,0.036
372,732,0,-0.955,0.246,14.475,0.147,0.071
392,732,0,-0.878,-0.365,-22.572,0.101,0.131
412,732,0,-0.799,-0.597,-36.797,0.261,0.115
432,732,0,-0.831,-0.556,-33.795,0.485,0.067
452,732,0,-0.732,-0.674,-42.643,0.520,0.077
472,732,0,-0.481,-0.870,-61.075,0.533,0.121
492,732,0,-0.206,-0.965,-77.962,0.547,0.159
512,732,0,-0.218,0.739,73.532,0.432,0.211
532,732,0,-0.622,0.774,51.218,0.415,0.305
552,732,0,-0.752,0.657,41.166,0.427,0.404
572,732,0,-0.746,0.666,41.745,0.442,0.483
592,732,0,-0.856,0.508,30.664,0.405,0.412
612,732,0,-0.950,0.312,18.177,0.421,0.327
632,732,0,-0.958,0.286,16.628,0.419,0.254
652,732,0,-0.969,0.248,14.333,0.446,0.172
672,732,0,-0.939,0.336,19.666,0.377,0.130
692,732,0,-0.776,0.621,38.668,0.215,0.142
712,732,0,-0.642,0.767,50.053,0.213,0.125
732,732,0,-0.621,0.784,51.643,0.273,0.049
752,732,0,-0.630,0.777,50.978,0.299,0.008
772,732,0,-0.685,0.727,46.703,0.308,8.404E-4
792,732,0,-0.734,0.678,42.712,0.328,6.069E-5
812,732,0,-0.751,0.660,41.299,0.355,3.378E-6
832,732,0,-0.748,0.664,41.593,0.381,1.487E-7
852,732,0,-0.736,0.677,42.640,0.397,5.388E-9
872,732,0,-0.721,0.693,43.868,0.287,1.651E-10
892,732,0,-0.707,0.707,45.010,0.052,4.359E-12
912,732,0,-0.695,0.719,45.984,0.002,1.009E-13
932,732,0,-0.685,0.729,46.791,3.827E-5,2.082E-15
952,732,0,-0.676,0.737,47.455,7.226E-7,3.898E-17
972,732,0,-0.669,0.743,48.004,1.251E-8,6.717E-19
992,732,0,-0.663,0.748,48.462,2.014E-10,1.078E-20
1012,732,0,-0.658,0.753,48.855,3.070E-12,1.641E-22
1032,732,0,-0.966,0.076,4.472,2.786E-14,1.487E-24
12,752,0,-0.308,-0.951,-72.076,2.202E-10,9.668E-21
32,752,0,-0.309,-0.951,-72.005,1.590E-8,6.993E-19
52,752,0,-0.310,-0.950,-71.925,1.099E-6,4.844E-17
72,752,0,-0.312,-0.950,-71.830,7.179E-5,3.171E-15
92,752,0,-0.314,-0.949,-71.714,0.004,1.940E-13
112,752,0,-0.316,-0.948,-71.571,0.136,1.095E-11
132,752,0,-0.319,-0.947,-71.390,0.490,5.590E-10
152,752,0,-0.323,-0.946,-71.153,0.551,2.518E-8
172,752,0,-0.328,-0.944,-70.831,0.550,9.644E-7
192,752,0,-0.336,-0.941,-70.373,0.544,2.977E-5
212,752,0,-0.347,-0.937,-69.676,0.537,6.822E-4
232,752,0,-0.366,-0.930,-68.524,0.525,0.010
252,752,0,-0.400,-0.915,-66.391,0.504,0.082
272,752,0,-0.471,-0.880,-61.868,0.465,0.278
292,752,0,-0.614,-0.784,-51.967,0.416,0.375
312,752,0,-0.735,-0.677,-42.653,0.446,0.269
332,752,0,-0.752,-0.659,-41.249,0.361,0.152
352,752,0,-0.817,0.024,1.668,0.092,0.139
372,752,0,-0.817,0.576,35.199,0.187,0.219
392,752,0,-0.653,0.360,28.847,0.075,0.345
412,752,0,-0.678,-0.728,-47.045,0.137,0.301
432,752,0,-0.821,-0.568,-34.691,0.332,0.174
452,752,0,-0.845,-0.531,-32.150,0.406,0.149
472,752,0,-0.697,-0.700,-45.110,0.383,0.138
492,752,0,-0.254,-0.608,-67.316,0.328,0.162
512,752,0,-0.334,0.935,70.343,0.347,0.303
532,752,0,-0.636,0.764,50.236,0.350,0.447
552,752,0,-0.804,0.593,36.387,0.359,0.381
572,752,0,-0.785,0.618,38.215,0.392,0.251
592,752,0,-0.819,0.569,34.806,0.390,0.126
612,752,0,-0.938,0.344,20.124,0.408,0.069
632,752,0,-0.958,0.288,16.711,0.421,0.046
652,752,0,-0.965,0.261,15.137,0.437,0.026
672,752,0,-0.938,0.339,19.847,0.353,0.017
692,752,0,-0.743,0.659,41.581,0.188,0.019
712,752,0,-0.635,0.772,50.578,0.207,0.017
732,752,0,-0.643,0.766,50.002,0.282,0.006
752,752,0,-0.640,0.768,50.184,0.325,9.683E-4
772,752,0,-0.656,0.754,48.971,0.342,8.186E-5
792,752,0,-0.686,0.728,46.694,0.351,4.735E-6
812,752,0,-0.710,0.704,44.765,0.362,2.123E-7
832,752,0,-0.722,0.692,43.755,0.371,7.788E-9
852,752,0,-0.725,0.689,43.565,0.289,2.425E-10
872,752,0,-0.721,0.693,43.889,0.065,6.566E-12
892,752,0,-0.714,0.700,44.449,0.003,1.572E-13
912,752,0,-0.706,0.708,45.071,5.861E-5,3.376E-15
932,752,0,-0.699,0.715,45.670,1.163E-6,6.579E-17
952,752,0,-0.692,0.722,46.213,2.111E-8,1.178E-18
972,752,0,-0.686,0.728,46.693,3.545E-10,1.961E-20
992,752,0,-0.681,0.733,47.112,5.572E-12,3.062E-22
1012,752,0,-0.676,0.737,47.485,8.333E-14,4.557E-24
1032,752,0,-0.967,0.074,4.370,7.462E-16,4.068E-26
12,772,0,-0.393,-0.919,-66.834,4.601E-11,2.095E-21
32,772,0,-0.395,-0.918,-66.715,3.352E-9,1.529E-19
52,772,0,-0.397,-0.917,-66.581,2.342E-7,1.070E-17
72,772,0,-0.400,-0.916,-66.423,1.548E-5,7.094E-16
92,772,0,-0.403,-0.915,-66.232,9.545E-4,4.407E-14
112,772,0,-0.407,-0.913,-65.997,0.044,2.533E-12
132,772,0,-0.411,-0.911,-65.702,0.361,1.324E-10
152,772,0,-0.417,-0.908,-65.320,0.523,6.142E-9
172,772,0,-0.425,-0.904,-64.808,0.527,2.448E-7
192,772,0,-0.437,-0.899,-64.088,0.522,7.983E-6
212,772,0,-0.454,-0.891,-63.011,0.513,1.981E-4
232,772,0,-0.481,-0.876,-61.255,0.500,0.003
252,772,0,-0.529,-0.847,-58.038,0.478,0.033
272,772,0,-0.620,-0.782,-51.598,0.446,0.150
292,772,0,-0.733,-0.679,-42.800,0.445,0.318
312,772,0,-0.759,-0.651,-40.622,0.474,0.414
332,772,0,-0.767,-0.642,-39.936,0.330,0.417
352,772,0,-0.770,-0.034,-2.529,0.079,0.422
372,772,0,-0.788,0.615,37.944,0.212,0.402
392,772,0,-0.827,0.525,32.438,0.143,0.394
412,772,0,-0.828,-0.548,-33.522,0.175,0.394
432,772,0,-0.880,-0.474,-28.289,0.366,0.433
452,772,0,-0.900,-0.436,-25.883,0.383,0.515
472,772,0,-0.840,-0.538,-32.637,0.366,0.429
492,772,0,-0.568,-0.772,-53.681,0.281,0.299
512,772,0,-0.184,0.463,68.257,0.268,0.348
532,772,0,-0.341,0.926,69.765,0.263,0.420
552,772,0,-0.561,0.792,54.653,0.212,0.225
572,772,0,-0.741,0.659,41.673,0.262,0.074
592,772,0,-0.797,0.601,37.037,0.335,0.020
612,772,0,-0.922,0.381,22.471,0.387,0.007
632,772,0,-0.957,0.290,16.847,0.422,0.004
652,772,0,-0.963,0.269,15.578,0.434,0.002
672,772,0,-0.937,0.340,19.941,0.338,0.001
692,772,0,-0.725,0.678,43.096,0.169,0.001
712,772,0,-0.636,0.772,50.516,0.197,0.001
732,772,0,-0.658,0.753,48.873,0.278,4.241E-4
752,772,0,-0.655,0.756,49.100,0.330,6.347E-5
772,772,0,-0.658,0.753,48.861,0.354,5.020E-6
792,772,0,-0.671,0.741,47.817,0.366,2.629E-7
812,772,0,-0.688,0.726,46.552,0.369,1.048E-8
832,772,0,-0.701,0.714,45.531,0.298,3.420E-10
852,772,0,-0.708,0.706,44.928,0.079,9.554E-12
872,772,0,-0.711,0.704,44.720,0.004,2.350E-13
892,772,0,-0.710,0.705,44.793,8.580E-5,5.188E-15
912,772,0,-0.707,0.707,45.030,1.761E-6,1.041E-16
932,772,0,-0.703,0.711,45.343,3.309E-8,1.922E-18
952,772,0,-0.699,0.715,45.679,5.750E-10,3.296E-20
972,772,0,-0.695,0.719,46.011,9.336E-12,5.295E-22
992,772,0,-0.691,0.723,46.325,1.428E-13,8.035E-24
1012,772,0,-0.687,0.727,46.620,2.089E-15,1.168E-25
1032,772,0,-0.968,0.073,4.302,1.842E-17,1.025E-27
12,792,0,-0.468,-0.883,-62.064,5.657E-12,2.656E-22
32,792,0,-0.471,-0.882,-61.906,4.150E-10,1.953E-20
52,792,0,-0.474,-0.881,-61.728,2.922E-8,1.378E-18
72,792,0,-0.477,-0.879,-61.518,1.950E-6,9.224E-17
92,792,0,-0.481,-0.877,-61.264,1.221E-4,5.798E-15
112,792,0,-0.485,-0.874,-60.953,0.007,3.380E-13
132,792,0,-0.491,-0.871,-60.563,0.157,1.798E-11
152,792,0,-0.499,-0.866,-60.059,0.461,8.532E-10
172,792,0,-0.509,-0.860,-59.385,0.507,3.502E-8
192,792,0,-0.523,-0.852,-58.443,0.502,1.189E-6
212,792,0,-0.544,-0.839,-57.045,0.493,3.123E-5
232,792,0,-0.576,-0.817,-54.806,0.480,5.746E-4
252,792,0,-0.630,-0.776,-50.939,0.463,0.006
272,792,0,-0.710,-0.703,-44.723,0.449,0.038
292,792,0,-0.766,-0.643,-40.039,0.460,0.123
312,792,0,-0.779,-0.627,-38.828,0.429,0.291
332,792,0,-0.831,-0.554,-33.686,0.293,0.483
352,792,0,-0.896,-0.061,-3.877,0.092,0.525
372,792,0,-0.767,0.641,39.858,0.179,0.346
392,792,0,-0.900,0.262,16.197,0.157,0.204
412,792,0,-0.892,-0.452,-26.888,0.333,0.271
432,792,0,-0.910,-0.414,-24.458,0.435,0.500
452,792,0,-0.915,-0.404,-23.814,0.388,0.740
472,792,0,-0.844,-0.533,-32.291,0.334,0.754
492,792,0,-0.698,-0.712,-45.592,0.293,0.531
512,792,0,-0.355,-0.911,-68.712,0.221,0.354
532,792,0,-0.144,-0.797,-79.773,0.224,0.346
552,792,0,-0.113,-0.783,-81.758,0.243,0.174
572,792,0,-0.120,-0.459,-75.309,0.246,0.037
592,792,0,-0.262,0.338,52.146,0.237,0.004
612,792,0,-0.683,0.618,42.136,0.241,5.672E-4
632,792,0,-0.950,0.309,18.040,0.380,2.040E-4
652,792,0,-0.962,0.274,15.877,0.430,9.473E-5
672,792,0,-0.937,0.341,19.982,0.328,5.302E-5
692,792,0,-0.715,0.688,43.910,0.157,5.901E-5
712,792,0,-0.639,0.769,50.295,0.189,5.353E-5
732,792,0,-0.668,0.744,48.097,0.273,1.894E-5
752,792,0,-0.665,0.746,48.284,0.329,2.759E-6
772,792,0,-0.664,0.748,48.402,0.357,2.111E-7
792,792,0,-0.670,0.743,47.945,0.368,1.055E-8
812,792,0,-0.680,0.734,47.194,0.303,3.959E-10
832,792,0,-0.689,0.725,46.444,0.089,1.210E-11
852,792,0,-0.696,0.718,45.865,0.005,3.164E-13
872,792,0,-0.701,0.713,45.510,1.176E-4,7.308E-15
892,792,0,-0.703,0.712,45.359,2.501E-6,1.522E-16
912,792,0,-0.703,0.712,45.360,4.854E-8,2.905E-18
932,792,0,-0.701,0.713,45.460,8.704E-10,5.133E-20
952,792,0,-0.699,0.715,45.617,1.456E-11,8.482E-22
972,792,0,-0.697,0.717,45.802,2.291E-13,1.321E-23
992,792,0,-0.695,0.719,45.998,3.414E-15,1.953E-25
1012,792,0,-0.692,0.722,46.198,4.886E-17,2.776E-27
1032,792,0,-0.969,0.072,4.267,4.242E-19,2.398E-29
12,812,0,-0.522,-0.853,-58.537,4.133E-13,1.986E-23
32,812,0,-0.525,-0.851,-58.354,3.045E-11,1.467E-21
52,812,0,-0.528,-0.849,-58.148,2.155E-9,1.041E-19
72,812,0,-0.531,-0.847,-57.904,1.447E-7,7.010E-18
92,812,0,-0.536,-0.844,-57.610,9.128E-6,4.439E-16
112,812,0,-0.541,-0.841,-57.250,5.327E-4,2.612E-14
132,812,0,-0.548,-0.837,-56.799,0.024,1.405E-12
152,812,0,-0.556,-0.831,-56.219,0.263,6.767E-11
172,812,0,-0.567,-0.823,-55.447,0.476,2.831E-9
192,812,0,-0.582,-0.813,-54.374,0.490,9.869E-8
212,812,0,-0.604,-0.796,-52.804,0.482,2.695E-6
232,812,0,-0.638,-0.770,-50.366,0.471,5.269E-5
252,812,0,-0.688,-0.725,-46.485,0.458,6.556E-4
272,812,0,-0.750,-0.661,-41.396,0.451,0.005
292,812,0,-0.785,-0.619,-38.251,0.444,0.024
312,812,0,-0.821,-0.570,-34.766,0.396,0.090
332,812,0,-0.884,-0.465,-27.762,0.308,0.203
352,812,0,-0.962,-0.086,-5.103,0.141,0.235
372,812,0,-0.807,0.586,35.995,0.175,0.126
392,812,0,-0.906,0.176,10.982,0.177,0.051
412,812,0,-0.905,-0.426,-25.202,0.423,0.080
432,812,0,-0.922,-0.388,-22.815,0.453,0.195
452,812,0,-0.912,-0.409,-24.145,0.339,0.369
472,812,0,-0.808,-0.584,-35.847,0.226,0.576
492,812,0,-0.710,-0.703,-44.715,0.169,0.596
512,812,0,-0.502,-0.615,-50.766,0.092,0.433
532,812,0,-0.168,0.263,57.319,0.187,0.355
552,812,0,-0.120,0.565,78.031,0.341,0.186
572,812,0,-0.102,0.687,81.590,0.421,0.039
592,812,0,-0.095,0.863,83.734,0.450,0.004
612,812,0,-0.132,0.989,82.394,0.410,2.205E-4
632,812,0,-0.542,0.751,54.186,0.271,1.485E-5
652,812,0,-0.927,0.349,20.649,0.357,3.455E-6
672,812,0,-0.936,0.345,20.223,0.317,1.739E-6
692,812,0,-0.709,0.694,44.387,0.148,1.954E-6
712,812,0,-0.642,0.766,50.048,0.182,1.785E-6
732,812,0,-0.675,0.738,47.536,0.268,6.246E-7
752,812,0,-0.673,0.739,47.686,0.325,8.945E-8
772,812,0,-0.670,0.743,47.963,0.351,6.711E-9
792,812,0,-0.672,0.741,47.805,0.289,3.268E-10
812,812,0,-0.677,0.736,47.364,0.087,1.187E-11
832,812,0,-0.684,0.730,46.845,0.005,3.496E-13
852,812,0,-0.690,0.724,46.382,1.398E-4,8.789E-15
872,812,0,-0.694,0.720,46.037,3.155E-6,1.951E-16
892,812,0,-0.697,0.717,45.822,6.424E-8,3.913E-18
912,812,0,-0.698,0.716,45.721,1.199E-9,7.209E-20
932,812,0,-0.698,0.716,45.705,2.079E-11,1.234E-21
952,812,0,-0.698,0.716,45.748,3.376E-13,1.984E-23
972,812,0,-0.697,0.717,45.830,5.178E-15,3.016E-25
992,812,0,-0.695,0.719,45.935,7.552E-17,4.365E-27
1012,812,0,-0.694,0.720,46.054,1.061E-18,6.091E-29
1032,812,0,-0.969,0.072,4.253,9.082E-21,5.191E-31
12,832,0,-0.558,-0.830,-56.092,1.987E-14,9.699E-25
32,832,0,-0.561,-0.828,-55.892,1.469E-12,7.186E-23
52,832,0,-0.564,-0.826,-55.668,1.043E-10,5.118E-21
72,832,0,-0.568,-0.823,-55.403,7.032E-9,3.462E-19
92,832,0,-0.572,-0.820,-55.085,4.458E-7,2.204E-17
112,832,0,-0.578,-0.816,-54.695,2.626E-5,1.305E-15
132,832,0,-0.585,-0.811,-54.207,0.001,7.075E-14
152,832,0,-0.594,-0.805,-53.581,0.049,3.442E-12
172,832,0,-0.605,-0.796,-52.750,0.317,1.460E-10
192,832,0,-0.621,-0.784,-51.604,0.471,5.189E-9
212,832,0,-0.643,-0.765,-49.948,0.475,1.460E-7
232,832,0,-0.676,-0.737,-47.449,0.465,3.002E-6
252,832,0,-0.723,-0.691,-43.714,0.455,4.118E-5
272,832,0,-0.773,-0.634,-39.321,0.447,3.686E-4
292,832,0,-0.808,-0.589,-36.120,0.430,0.002
312,832,0,-0.852,-0.523,-31.564,0.395,0.012
332,832,0,-0.906,-0.421,-24.891,0.330,0.033
352,832,0,-0.977,-0.100,-5.827,0.179,0.040
372,832,0,-0.855,0.508,30.704,0.181,0.020
392,832,0,-0.911,0.169,10.503,0.193,0.006
412,832,0,-0.911,-0.413,-24.411,0.445,0.010
432,832,0,-0.916,-0.400,-23.580,0.407,0.033
452,832,0,-0.868,-0.492,-29.576,0.250,0.109
472,832,0,-0.796,-0.605,-37.245,0.185,0.348
492,832,0,-0.810,-0.585,-35.828,0.147,0.630
512,832,0,-0.932,-0.190,-11.518,0.070,0.623
532,832,0,-0.664,0.700,46.510,0.121,0.403
552,832,0,-0.400,0.912,66.349,0.293,0.160
572,832,0,-0.324,0.944,71.035,0.404,0.029
592,832,0,-0.294,0.954,72.858,0.457,0.003
612,832,0,-0.280,0.959,73.733,0.482,1.374E-4
632,832,0,-0.294,0.955,72.870,0.460,5.253E-6
652,832,0,-0.565,0.781,54.130,0.317,2.325E-7
672,832,0,-0.892,0.439,26.213,0.267,4.900E-8
692,832,0,-0.703,0.701,44.938,0.142,5.193E-8
712,832,0,-0.645,0.764,49.818,0.177,4.762E-8
732,832,0,-0.681,0.733,47.113,0.262,1.653E-8
752,832,0,-0.679,0.734,47.237,0.309,2.340E-9
772,832,0,-0.674,0.738,47.596,0.243,1.733E-10
792,832,0,-0.674,0.739,47.605,0.069,8.308E-12
812,832,0,-0.677,0.736,47.355,0.004,2.959E-13
832,832,0,-0.682,0.731,46.999,1.340E-4,8.521E-15
852,832,0,-0.687,0.727,46.645,3.345E-6,2.090E-16
872,832,0,-0.690,0.724,46.350,7.344E-8,4.526E-18
892,832,0,-0.693,0.721,46.137,1.455E-9,8.856E-20
912,832,0,-0.695,0.719,46.003,2.648E-11,1.593E-21
932,832,0,-0.695,0.719,45.935,4.482E-13,2.669E-23
952,832,0,-0.696,0.718,45.918,7.124E-15,4.205E-25
972,832,0,-0.695,0.719,45.938,1.072E-16,6.277E-27
992,832,0,-0.695,0.719,45.983,1.537E-18,8.941E-29
1012,832,0,-0.694,0.720,46.046,2.127E-20,1.230E-30
1032,832,0,-0.969,0.072,4.250,1.801E-22,1.037E-32
12,852,0,-0.583,-0.813,-54.365,7.006E-16,3.456E-26
32,852,0,-0.586,-0.811,-54.154,5.189E-14,2.566E-24
52,852,0,-0.589,-0.808,-53.918,3.695E-12,1.832E-22
72,852,0,-0.593,-0.805,-53.639,2.498E-10,1.243E-20
92,852,0,-0.598,-0.802,-53.303,1.590E-8,7.944E-19
112,852,0,-0.603,-0.797,-52.893,9.411E-7,4.726E-17
132,852,0,-0.610,-0.792,-52.380,5.100E-5,2.578E-15
152,852,0,-0.619,-0.785,-51.722,0.002,1.264E-13
172,852,0,-0.631,-0.775,-50.853,0.066,5.421E-12
192,852,0,-0.647,-0.762,-49.659,0.331,1.957E-10
212,852,0,-0.670,-0.743,-47.952,0.460,5.645E-9
232,852,0,-0.702,-0.712,-45.430,0.461,1.213E-7
252,852,0,-0.745,-0.667,-41.821,0.452,1.811E-6
272,852,0,-0.790,-0.612,-37.769,0.442,1.901E-5
292,852,0,-0.825,-0.564,-34.373,0.426,1.564E-4
312,852,0,-0.868,-0.495,-29.704,0.401,8.927E-4
332,852,0,-0.916,-0.398,-23.489,0.344,0.003
352,852,0,-0.981,-0.105,-6.116,0.202,0.003
372,852,0,-0.885,0.452,27.069,0.188,0.002
392,852,0,-0.918,0.167,10.288,0.201,4.357E-4
412,852,0,-0.904,-0.428,-25.322,0.427,8.015E-4
432,852,0,-0.871,-0.489,-29.331,0.355,0.004
452,852,0,-0.806,-0.590,-36.202,0.293,0.031
472,852,0,-0.788,-0.616,-38.008,0.293,0.162
492,852,0,-0.785,-0.619,-38.244,0.250,0.396
512,852,0,-0.858,-0.495,-29.995,0.132,0.425
532,852,0,-0.910,0.257,15.789,0.083,0.223
552,852,0,-0.609,0.786,52.255,0.192,0.067
572,852,0,-0.478,0.877,61.395,0.309,0.010
592,852,0,-0.429,0.903,64.571,0.376,8.238E-4
612,852,0,-0.405,0.914,66.117,0.415,4.113E-5
632,852,0,-0.392,0.919,66.904,0.436,1.471E-6
652,852,0,-0.415,0.909,65.455,0.414,4.310E-8
672,852,0,-0.663,0.729,47.707,0.261,1.979E-9
692,852,0,-0.679,0.729,47.008,0.133,1.186E-9
712,852,0,-0.647,0.762,49.632,0.162,1.075E-9
732,852,0,-0.685,0.729,46.784,0.215,3.708E-10
752,852,0,-0.683,0.730,46.890,0.155,5.205E-11
772,852,0,-0.678,0.735,47.296,0.038,3.823E-12
792,852,0,-0.677,0.736,47.408,0.003,1.813E-13
812,852,0,-0.678,0.735,47.281,9.836E-5,6.376E-15
832,852,0,-0.682,0.732,47.039,2.856E-6,1.809E-16
852,852,0,-0.685,0.729,46.770,7.010E-8,4.368E-18
872,852,0,-0.688,0.726,46.529,1.513E-9,9.302E-20
892,852,0,-0.690,0.723,46.337,2.945E-11,1.790E-21
912,852,0,-0.692,0.722,46.200,5.267E-13,3.169E-23
932,852,0,-0.693,0.721,46.114,8.768E-15,5.228E-25
952,852,0,-0.694,0.720,46.068,1.373E-16,8.119E-27
972,852,0,-0.694,0.720,46.054,2.037E-18,1.196E-28
992,852,0,-0.694,0.720,46.063,2.885E-20,1.684E-30
1012,852,0,-0.694,0.720,46.090,3.947E-22,2.291E-32
1032,852,0,-0.969,0.072,4.252,3.313E-24,1.916E-34
12,872,0,-0.600,-0.800,-53.099,1.962E-17,9.752E-28
32,872,0,-0.603,-0.797,-52.881,1.456E-15,7.254E-26
52,872,0,-0.607,-0.795,-52.636,1.038E-13,5.190E-24
72,872,0,-0.611,-0.792,-52.346,7.039E-12,3.530E-22
92,872,0,-0.616,-0.788,-51.998,4.493E-10,2.262E-20
112,872,0,-0.622,-0.783,-51.572,2.669E-8,1.351E-18
132,872,0,-0.629,-0.778,-51.040,1.454E-6,7.405E-17
152,872,0,-0.638,-0.770,-50.359,7.116E-5,3.654E-15
172,872,0,-0.650,-0.760,-49.461,0.003,1.581E-13
192,872,0,-0.666,-0.746,-48.233,0.068,5.785E-12
212,872,0,-0.688,-0.725,-46.490,0.314,1.704E-10
232,872,0,-0.720,-0.694,-43.958,0.444,3.800E-9
252,872,0,-0.761,-0.649,-40.445,0.449,6.087E-8
272,872,0,-0.803,-0.596,-36.594,0.440,7.178E-7
292,872,0,-0.837,-0.546,-33.124,0.425,6.670E-6
312,872,0,-0.878,-0.479,-28.602,0.407,4.138E-5
332,872,0,-0.922,-0.385,-22.691,0.353,1.290E-4
352,872,0,-0.983,-0.108,-6.244,0.216,1.636E-4
372,872,0,-0.903,0.416,24.731,0.194,7.654E-5
392,872,0,-0.920,0.142,8.757,0.204,2.030E-5
412,872,0,-0.874,-0.484,-28.998,0.412,5.149E-5
432,872,0,-0.814,-0.579,-35.418,0.386,5.306E-4
452,872,0,-0.781,-0.624,-38.623,0.385,0.006
472,872,0,-0.774,-0.633,-39.280,0.385,0.036
492,872,0,-0.766,-0.643,-39.980,0.325,0.099
512,872,0,-0.797,-0.602,-37.053,0.188,0.107
532,872,0,-0.947,-0.119,-7.164,0.079,0.048
552,872,0,-0.750,0.646,40.752,0.130,0.012
572,872,0,-0.582,0.812,54.372,0.235,0.002
592,872,0,-0.518,0.855,58.801,0.306,1.161E-4
612,872,0,-0.486,0.874,60.916,0.349,5.547E-6
632,872,0,-0.468,0.884,62.118,0.376,1.926E-7
652,872,0,-0.461,0.887,62.547,0.382,5.339E-9
672,872,0,-0.528,0.847,58.066,0.236,1.425E-10
692,872,0,-0.626,0.779,51.227,0.062,2.554E-11
712,872,0,-0.649,0.760,49.521,0.061,2.136E-11
732,872,0,-0.688,0.726,46.521,0.046,7.323E-12
752,872,0,-0.687,0.727,46.615,0.011,1.021E-12
772,872,0,-0.681,0.732,47.050,0.001,7.452E-14
792,872,0,-0.679,0.734,47.230,5.219E-5,3.509E-15
812,872,0,-0.680,0.734,47.187,1.888E-6,1.223E-16
832,872,0,-0.682,0.732,47.025,5.428E-8,3.435E-18
852,872,0,-0.684,0.729,46.822,1.318E-9,8.204E-20
872,872,0,-0.687,0.727,46.626,2.812E-11,1.727E-21
892,872,0,-0.689,0.725,46.461,5.409E-13,3.286E-23
912,872,0,-0.690,0.723,46.333,9.558E-15,5.750E-25
932,872,0,-0.692,0.722,46.243,1.573E-16,9.383E-27
952,872,0,-0.692,0.722,46.185,2.435E-18,1.442E-28
972,872,0,-0.693,0.721,46.154,3.577E-20,2.105E-30
992,872,0,-0.693,0.721,46.143,5.019E-22,2.936E-32
1012,872,0,-0.693,0.721,46.148,6.808E-24,3.962E-34
1032,872,0,-0.969,0.072,4.255,5.678E-26,3.292E-36
12,892,0,-0.614,-0.789,-52.138,4.616E-19,2.307E-29
32,892,0,-0.617,-0.787,-51.913,3.429E-17,1.718E-27
52,892,0,-0.620,-0.784,-51.661,2.450E-15,1.232E-25
72,892,0,-0.624,-0.781,-51.363,1.664E-13,8.394E-24
92,892,0,-0.629,-0.777,-51.005,1.065E-11,5.393E-22
112,892,0,-0.635,-0.772,-50.567,6.344E-10,3.230E-20
132,892,0,-0.643,-0.766,-50.021,3.470E-8,1.777E-18
152,892,0,-0.652,-0.758,-49.322,1.708E-6,8.818E-17
172,892,0,-0.664,-0.748,-48.401,7.370E-5,3.844E-15
192,892,0,-0.680,-0.733,-47.146,0.003,1.422E-13
212,892,0,-0.702,-0.712,-45.379,0.054,4.266E-12
232,892,0,-0.733,-0.680,-42.844,0.267,9.816E-11
252,892,0,-0.772,-0.635,-39.411,0.419,1.662E-9
272,892,0,-0.812,-0.583,-35.703,0.436,2.132E-8
292,892,0,-0.846,-0.533,-32.240,0.426,2.143E-7
312,892,0,-0.884,-0.468,-27.898,0.412,1.401E-6
332,892,0,-0.925,-0.377,-22.182,0.359,4.517E-6
352,892,0,-0.984,-0.109,-6.310,0.225,5.801E-6
372,892,0,-0.914,0.391,23.146,0.198,2.688E-6
392,892,0,-0.919,0.087,5.425,0.208,7.206E-7
412,892,0,-0.837,-0.545,-33.082,0.425,2.916E-6
432,892,0,-0.789,-0.615,-37.937,0.433,4.376E-5
452,892,0,-0.774,-0.633,-39.254,0.441,5.433E-4
472,892,0,-0.771,-0.637,-39.594,0.430,0.004
492,892,0,-0.766,-0.642,-39.961,0.360,0.011
512,892,0,-0.787,-0.617,-38.079,0.220,0.012
532,892,0,-0.924,-0.321,-19.145,0.093,0.005
552,892,0,-0.845,0.500,30.594,0.097,0.001
572,892,0,-0.652,0.757,49.276,0.190,1.231E-4
592,892,0,-0.577,0.817,54.762,0.260,8.662E-6
612,892,0,-0.540,0.842,57.327,0.305,4.007E-7
632,892,0,-0.518,0.855,58.794,0.331,1.364E-8
652,892,0,-0.505,0.863,59.636,0.282,3.709E-10
672,892,0,-0.519,0.855,58.741,0.070,8.836E-12
692,892,0,-0.583,0.812,54.300,0.004,5.822E-13
712,892,0,-0.649,0.760,49.506,0.002,3.847E-13
732,892,0,-0.691,0.723,46.311,0.001,1.307E-13
752,892,0,-0.690,0.724,46.391,2.245E-4,1.813E-14
772,892,0,-0.684,0.730,46.846,1.834E-5,1.316E-15
792,892,0,-0.681,0.732,47.074,9.151E-7,6.164E-17
812,892,0,-0.681,0.732,47.090,3.291E-8,2.135E-18
832,892,0,-0.682,0.731,46.987,9.405E-10,5.953E-20
852,892,0,-0.684,0.729,46.835,2.268E-11,1.410E-21
872,892,0,-0.686,0.727,46.676,4.798E-13,2.945E-23
892,892,0,-0.688,0.726,46.535,9.150E-15,5.555E-25
912,892,0,-0.689,0.724,46.420,1.603E-16,9.642E-27
932,892,0,-0.690,0.723,46.334,2.615E-18,1.561E-28
