X,Y,Slice,DX,DY,Orientation,Coherency,Energy
12,12,0,-0.714,-0.700,-44.443,2.800E-34,5.483E-44
32,12,0,-0.718,-0.696,-44.080,2.422E-32,4.614E-42
52,12,0,-0.723,-0.691,-43.734,2.046E-30,3.801E-40
72,12,0,-0.727,-0.687,-43.385,1.678E-28,3.044E-38
92,12,0,-0.731,-0.682,-43.027,1.329E-26,2.362E-36
112,12,0,-0.735,-0.678,-42.656,1.011E-24,1.769E-34
132,12,0,-0.740,-0.672,-42.259,7.347E-23,1.272E-32
152,12,0,-0.745,-0.667,-41.819,5.049E-21,8.743E-31
172,12,0,-0.751,-0.660,-41.302,3.246E-19,5.698E-29
192,12,0,-0.759,-0.651,-40.645,1.922E-17,3.494E-27
212,12,0,-0.769,-0.639,-39.716,1.024E-15,1.995E-25
232,12,0,-0.786,-0.618,-38.200,4.737E-14,1.048E-23
252,12,0,-0.817,-0.575,-35.146,1.783E-12,4.999E-22
272,12,0,-0.892,-0.442,-26.383,4.858E-11,2.135E-20
292,12,0,-0.977,0.035,2.079,1.462E-9,8.082E-19
312,12,0,-0.884,0.462,27.599,1.049E-7,2.711E-17
332,12,0,-0.828,0.561,34.118,5.174E-6,8.060E-16
352,12,0,-0.819,0.574,35.045,1.628E-4,2.046E-14
372,12,0,-0.836,0.549,33.275,0.003,3.955E-13
392,12,0,-0.878,0.477,28.494,0.028,4.964E-12
412,12,0,-0.949,0.307,17.914,0.091,3.409E-11
432,12,0,-0.996,0.044,2.502,0.181,1.106E-10
452,12,0,-0.982,-0.181,-10.443,0.308,1.589E-10
472,12,0,-0.944,-0.328,-19.142,0.363,1.026E-10
492,12,0,-0.932,-0.361,-21.153,0.237,3.545E-11
512,12,0,-0.990,-0.124,-7.130,0.133,1.462E-11
532,12,0,-0.987,-0.151,-8.694,0.121,9.515E-12
552,12,0,-0.956,-0.291,-16.942,0.061,3.748E-12
572,12,0,-0.948,-0.317,-18.480,0.013,9.026E-13
592,12,0,-0.981,-0.192,-11.079,0.002,1.896E-13
612,12,0,-0.984,-0.177,-10.203,2.084E-4,2.921E-14
632,12,0,-0.965,-0.261,-15.161,1.795E-5,2.671E-15
652,12,0,-0.941,-0.337,-19.707,1.671E-6,1.806E-16
672,12,0,-0.904,-0.427,-25.289,1.903E-7,1.320E-17
692,12,0,-0.863,-0.505,-30.343,1.678E-8,9.661E-19
712,12,0,-0.830,-0.557,-33.875,1.024E-9,5.637E-20
732,12,0,-0.803,-0.596,-36.604,4.685E-11,2.679E-21
752,12,0,-0.769,-0.639,-39.733,1.785E-12,1.146E-22
772,12,0,-0.727,-0.686,-43.333,6.003E-14,4.391E-24
792,12,0,-0.686,-0.727,-46.647,1.791E-15,1.433E-25
812,12,0,-0.652,-0.758,-49.266,4.696E-17,3.946E-27
832,12,0,-0.626,-0.780,-51.218,1.085E-18,9.330E-29
852,12,0,-0.606,-0.795,-52.663,2.234E-20,1.941E-30
872,12,0,-0.591,-0.806,-53.749,4.165E-22,3.630E-32
892,12,0,-0.580,-0.815,-54.582,7.138E-24,6.221E-34
912,12,0,-0.570,-0.822,-55.236,1.139E-25,9.906E-36
932,12,0,-0.563,-0.827,-55.761,1.708E-27,1.483E-37
952,12,0,-0.556,-0.831,-56.190,2.433E-29,2.106E-39
972,12,0,-0.551,-0.834,-56.545,3.310E-31,2.858E-41
992,12,0,-0.547,-0.837,-56.845,4.330E-33,3.728E-43
1012,12,0,-0.543,-0.840,-57.104,5.506E-35,4.728E-45
1032,12,0,-0.954,-0.084,-5.036,4.366E-37,3.742E-47
12,32,0,-0.703,-0.711,-45.302,1.731E-32,3.449E-42
32,32,0,-0.709,-0.705,-44.866,1.507E-30,2.893E-40
52,32,0,-0.714,-0.700,-44.462,1.282E-28,2.374E-38
72,32,0,-0.719,-0.695,-44.067,1.058E-26,1.893E-36
92,32,0,-0.723,-0.691,-43.677,8.442E-25,1.463E-34
112,32,0,-0.728,-0.686,-43.289,6.472E-23,1.090E-32
132,32,0,-0.733,-0.681,-42.896,4.738E-21,7.800E-31
152,32,0,-0.737,-0.675,-42.485,3.284E-19,5.327E-29
172,32,0,-0.743,-0.670,-42.035,2.133E-17,3.449E-27
192,32,0,-0.749,-0.663,-41.503,1.279E-15,2.098E-25
212,32,0,-0.757,-0.653,-40.804,6.931E-14,1.187E-23
232,32,0,-0.769,-0.639,-39.746,3.293E-12,6.165E-22
252,32,0,-0.790,-0.613,-37.811,1.300E-10,2.896E-20
272,32,0,-0.838,-0.544,-33.017,3.829E-9,1.211E-18
292,32,0,-0.951,-0.239,-14.121,7.840E-8,4.459E-17
312,32,0,-0.922,0.363,21.500,4.377E-6,1.446E-15
332,32,0,-0.836,0.548,33.269,2.405E-4,4.162E-14
352,32,0,-0.818,0.575,35.101,0.007,1.034E-12
372,32,0,-0.833,0.554,33.621,0.063,1.973E-11
392,32,0,-0.874,0.485,29.031,0.154,2.447E-10
412,32,0,-0.946,0.315,18.434,0.193,1.658E-9
432,32,0,-0.996,0.044,2.557,0.257,5.305E-9
452,32,0,-0.981,-0.184,-10.626,0.407,7.549E-9
472,32,0,-0.943,-0.331,-19.342,0.540,4.897E-9
492,32,0,-0.932,-0.361,-21.151,0.491,1.732E-9
512,32,0,-0.991,-0.119,-6.836,0.407,7.427E-10
532,32,0,-0.987,-0.152,-8.753,0.465,4.899E-10
552,32,0,-0.955,-0.294,-17.125,0.388,1.954E-10
572,32,0,-0.948,-0.316,-18.447,0.190,4.846E-11
592,32,0,-0.982,-0.187,-10.782,0.054,1.055E-11
612,32,0,-0.984,-0.178,-10.261,0.010,1.656E-12
632,32,0,-0.964,-0.266,-15.410,9.947E-4,1.532E-13
652,32,0,-0.940,-0.340,-19.903,1.010E-4,1.067E-14
672,32,0,-0.902,-0.431,-25.563,1.219E-5,8.232E-16
692,32,0,-0.860,-0.510,-30.653,1.101E-6,6.268E-17
712,32,0,-0.827,-0.562,-34.182,6.813E-8,3.741E-18
732,32,0,-0.799,-0.601,-36.933,3.162E-9,1.817E-19
752,32,0,-0.764,-0.645,-40.165,1.225E-10,7.973E-21
772,32,0,-0.721,-0.693,-43.878,4.198E-12,3.120E-22
792,32,0,-0.679,-0.734,-47.240,1.273E-13,1.033E-23
812,32,0,-0.645,-0.764,-49.857,3.379E-15,2.869E-25
832,32,0,-0.619,-0.786,-51.784,7.870E-17,6.818E-27
852,32,0,-0.599,-0.801,-53.200,1.630E-18,1.423E-28
872,32,0,-0.584,-0.812,-54.259,3.051E-20,2.668E-30
892,32,0,-0.573,-0.820,-55.070,5.242E-22,4.579E-32
912,32,0,-0.563,-0.826,-55.705,8.379E-24,7.301E-34
932,32,0,-0.556,-0.831,-56.214,1.259E-25,1.094E-35
952,32,0,-0.550,-0.835,-56.629,1.795E-27,1.555E-37
972,32,0,-0.545,-0.838,-56.974,2.446E-29,2.111E-39
992,32,0,-0.541,-0.841,-57.264,3.202E-31,2.755E-41
1012,32,0,-0.537,-0.844,-57.515,4.073E-33,3.496E-43
1032,32,0,-0.954,-0.084,-5.062,3.232E-35,2.767E-45
12,52,0,-0.689,-0.725,-46.449,9.764E-31,2.048E-40
32,52,0,-0.696,-0.718,-45.875,8.582E-29,1.710E-38
52,52,0,-0.703,-0.712,-45.360,7.370E-27,1.396E-36
72,52,0,-0.709,-0.705,-44.871,6.141E-25,1.108E-34
92,52,0,-0.714,-0.700,-44.407,4.943E-23,8.512E-33
112,52,0,-0.720,-0.694,-43.966,3.825E-21,6.305E-31
132,52,0,-0.725,-0.689,-43.543,2.827E-19,4.482E-29
152,52,0,-0.730,-0.684,-43.130,1.979E-17,3.039E-27
172,52,0,-0.735,-0.678,-42.711,1.299E-15,1.952E-25
192,52,0,-0.740,-0.672,-42.259,7.882E-14,1.177E-23
212,52,0,-0.746,-0.665,-41.718,4.341E-12,6.587E-22
232,52,0,-0.755,-0.656,-40.969,2.111E-10,3.375E-20
252,52,0,-0.769,-0.639,-39.720,8.667E-9,1.558E-18
272,52,0,-0.798,-0.602,-37.030,2.765E-7,6.360E-17
292,52,0,-0.880,-0.462,-27.710,5.712E-6,2.264E-15
312,52,0,-0.961,0.135,7.992,1.497E-4,7.026E-14
332,52,0,-0.852,0.521,31.449,0.008,1.934E-12
352,52,0,-0.819,0.574,35.041,0.079,4.658E-11
372,52,0,-0.829,0.559,33.995,0.177,8.737E-10
392,52,0,-0.868,0.495,29.676,0.197,1.067E-8
412,52,0,-0.942,0.326,19.104,0.196,7.100E-8
432,52,0,-0.996,0.046,2.631,0.251,2.229E-7
452,52,0,-0.981,-0.188,-10.861,0.404,3.134E-7
472,52,0,-0.942,-0.335,-19.594,0.544,2.044E-7
492,52,0,-0.932,-0.360,-21.136,0.503,7.460E-8
512,52,0,-0.992,-0.113,-6.475,0.441,3.359E-8
532,52,0,-0.987,-0.153,-8.830,0.527,2.252E-8
552,52,0,-0.954,-0.298,-17.353,0.505,9.132E-9
572,52,0,-0.948,-0.315,-18.396,0.349,2.351E-9
592,52,0,-0.983,-0.181,-10.432,0.188,5.352E-10
612,52,0,-0.983,-0.180,-10.370,0.096,8.584E-11
632,52,0,-0.962,-0.271,-15.715,0.031,8.058E-12
652,52,0,-0.939,-0.344,-20.118,0.005,5.834E-13
672,52,0,-0.899,-0.436,-25.873,7.308E-4,4.816E-14
692,52,0,-0.857,-0.515,-31.005,6.812E-5,3.835E-15
712,52,0,-0.824,-0.567,-34.530,4.288E-6,2.349E-16
732,52,0,-0.795,-0.606,-37.306,2.023E-7,1.170E-17
752,52,0,-0.758,-0.651,-40.659,8.003E-9,5.294E-19
772,52,0,-0.713,-0.701,-44.495,2.804E-10,2.124E-20
792,52,0,-0.670,-0.742,-47.903,8.669E-12,7.141E-22
812,52,0,-0.636,-0.772,-50.508,2.333E-13,2.002E-23
832,52,0,-0.610,-0.792,-52.404,5.482E-15,4.784E-25
852,52,0,-0.591,-0.807,-53.786,1.142E-16,1.002E-26
872,52,0,-0.576,-0.817,-54.815,2.147E-18,1.884E-28
892,52,0,-0.565,-0.825,-55.600,3.701E-20,3.239E-30
912,52,0,-0.556,-0.831,-56.215,5.929E-22,5.171E-32
932,52,0,-0.549,-0.836,-56.706,8.926E-24,7.756E-34
952,52,0,-0.543,-0.840,-57.107,1.274E-25,1.103E-35
972,52,0,-0.538,-0.843,-57.440,1.738E-27,1.499E-37
992,52,0,-0.534,-0.845,-57.720,2.277E-29,1.957E-39
1012,52,0,-0.530,-0.848,-57.962,2.899E-31,2.484E-41
1032,52,0,-0.953,-0.085,-5.090,2.301E-33,1.967E-43
12,72,0,-0.665,-0.746,-48.284,4.814E-29,1.131E-38
32,72,0,-0.677,-0.736,-47.415,4.296E-27,9.385E-37
52,72,0,-0.686,-0.727,-46.663,3.744E-25,7.616E-35
72,72,0,-0.695,-0.719,-45.977,3.164E-23,6.001E-33
92,72,0,-0.703,-0.711,-45.352,2.583E-21,4.576E-31
112,72,0,-0.710,-0.704,-44.787,2.025E-19,3.363E-29
132,72,0,-0.716,-0.698,-44.276,1.516E-17,2.370E-27
152,72,0,-0.722,-0.692,-43.811,1.074E-15,1.593E-25
172,72,0,-0.727,-0.687,-43.382,7.139E-14,1.013E-23
192,72,0,-0.732,-0.682,-42.967,4.391E-12,6.037E-22
212,72,0,-0.737,-0.676,-42.528,2.456E-10,3.336E-20
232,72,0,-0.743,-0.669,-41.990,1.218E-8,1.683E-18
252,72,0,-0.753,-0.658,-41.183,5.166E-7,7.617E-17
272,72,0,-0.770,-0.638,-39.652,1.754E-5,3.024E-15
292,72,0,-0.813,-0.580,-35.482,4.100E-4,1.033E-13
312,72,0,-0.940,-0.229,-13.711,0.004,3.026E-12
332,72,0,-0.891,0.440,26.266,0.048,7.813E-11
352,72,0,-0.822,0.569,34.671,0.147,1.796E-9
372,72,0,-0.825,0.565,34.380,0.189,3.284E-8
392,72,0,-0.861,0.507,30.478,0.193,3.922E-7
412,72,0,-0.937,0.341,20.025,0.188,2.547E-6
432,72,0,-0.995,0.048,2.742,0.240,7.793E-6
452,72,0,-0.979,-0.194,-11.188,0.396,1.077E-5
472,72,0,-0.940,-0.341,-19.934,0.539,7.080E-6
492,72,0,-0.932,-0.360,-21.091,0.491,2.699E-6
512,72,0,-0.993,-0.104,-6.000,0.435,1.294E-6
532,72,0,-0.987,-0.155,-8.939,0.525,8.845E-7
552,72,0,-0.952,-0.303,-17.656,0.501,3.670E-7
572,72,0,-0.949,-0.314,-18.314,0.346,9.945E-8
592,72,0,-0.984,-0.174,-10.006,0.203,2.394E-8
612,72,0,-0.983,-0.184,-10.579,0.152,3.945E-9
632,72,0,-0.961,-0.277,-16.106,0.136,3.776E-10
652,72,0,-0.937,-0.348,-20.361,0.103,2.884E-11
672,72,0,-0.897,-0.442,-26.243,0.032,2.591E-12
692,72,0,-0.853,-0.521,-31.427,0.004,2.173E-13
712,72,0,-0.820,-0.573,-34.944,2.503E-4,1.371E-14
732,72,0,-0.791,-0.612,-37.751,1.208E-5,7.053E-16
752,72,0,-0.752,-0.659,-41.254,4.902E-7,3.309E-17
772,72,0,-0.704,-0.710,-45.231,1.765E-8,1.366E-18
792,72,0,-0.660,-0.751,-48.681,5.582E-10,4.676E-20
812,72,0,-0.626,-0.780,-51.264,1.526E-11,1.324E-21
832,72,0,-0.600,-0.800,-53.117,3.623E-13,3.185E-23
852,72,0,-0.581,-0.814,-54.457,7.600E-15,6.699E-25
872,72,0,-0.567,-0.824,-55.450,1.435E-16,1.263E-26
892,72,0,-0.556,-0.831,-56.206,2.482E-18,2.175E-28
912,72,0,-0.548,-0.837,-56.796,3.986E-20,3.478E-30
932,72,0,-0.541,-0.841,-57.268,6.012E-22,5.222E-32
952,72,0,-0.535,-0.845,-57.653,8.595E-24,7.433E-34
972,72,0,-0.530,-0.848,-57.972,1.173E-25,1.011E-35
992,72,0,-0.526,-0.850,-58.240,1.539E-27,1.320E-37
1012,72,0,-0.523,-0.852,-58.472,1.961E-29,1.677E-39
1032,72,0,-0.952,-0.085,-5.122,1.557E-31,1.328E-41
12,92,0,-0.615,-0.788,-51.996,1.937E-27,5.761E-37
32,92,0,-0.638,-0.770,-50.342,1.775E-25,4.743E-35
52,92,0,-0.656,-0.754,-48.987,1.588E-23,3.815E-33
72,92,0,-0.671,-0.741,-47.815,1.377E-21,2.978E-31
92,92,0,-0.684,-0.729,-46.808,1.151E-19,2.248E-29
112,92,0,-0.695,-0.719,-45.947,9.225E-18,1.634E-27
132,92,0,-0.704,-0.710,-45.218,7.046E-16,1.138E-25
152,92,0,-0.712,-0.702,-44.604,5.088E-14,7.550E-24
172,92,0,-0.718,-0.696,-44.089,3.439E-12,4.736E-22
192,92,0,-0.724,-0.690,-43.652,2.150E-10,2.784E-20
212,92,0,-0.728,-0.685,-43.259,1.222E-8,1.514E-18
232,92,0,-0.733,-0.680,-42.855,6.175E-7,7.506E-17
252,92,0,-0.739,-0.673,-42.330,2.685E-5,3.321E-15
272,92,0,-0.750,-0.662,-41.444,9.376E-4,1.277E-13
292,92,0,-0.772,-0.635,-39.465,0.017,4.157E-12
312,92,0,-0.846,-0.521,-31.601,0.054,1.131E-10
332,92,0,-0.943,0.154,9.271,0.055,2.657E-9
352,92,0,-0.836,0.548,33.282,0.131,5.664E-8
372,92,0,-0.823,0.569,34.662,0.177,9.943E-7
392,92,0,-0.853,0.522,31.454,0.184,1.150E-5
412,92,0,-0.928,0.363,21.346,0.177,7.207E-5
432,92,0,-0.995,0.051,2.923,0.224,2.124E-4
452,92,0,-0.978,-0.202,-11.667,0.383,2.859E-4
472,92,0,-0.937,-0.349,-20.413,0.531,1.901E-4
492,92,0,-0.933,-0.358,-20.979,0.473,7.725E-5
512,92,0,-0.994,-0.093,-5.356,0.425,4.025E-5
532,92,0,-0.986,-0.158,-9.103,0.518,2.819E-5
552,92,0,-0.950,-0.310,-18.078,0.489,1.209E-5
572,92,0,-0.949,-0.312,-18.173,0.326,3.522E-6
592,92,0,-0.986,-0.165,-9.494,0.189,9.122E-7
612,92,0,-0.981,-0.190,-10.980,0.146,1.554E-7
632,92,0,-0.958,-0.286,-16.610,0.169,1.528E-8
652,92,0,-0.936,-0.352,-20.632,0.273,1.261E-9
672,92,0,-0.893,-0.449,-26.693,0.271,1.261E-10
692,92,0,-0.848,-0.529,-31.941,0.104,1.122E-11
712,92,0,-0.815,-0.580,-35.443,0.012,7.338E-13
732,92,0,-0.785,-0.620,-38.292,6.600E-4,3.926E-14
752,92,0,-0.743,-0.669,-41.983,2.782E-5,1.927E-15
772,92,0,-0.693,-0.721,-46.119,1.037E-6,8.228E-17
792,92,0,-0.648,-0.761,-49.601,3.367E-8,2.873E-18
812,92,0,-0.614,-0.790,-52.146,9.371E-10,8.230E-20
832,92,0,-0.589,-0.808,-53.944,2.251E-11,1.993E-21
852,92,0,-0.570,-0.821,-55.233,4.758E-13,4.210E-23
872,92,0,-0.557,-0.831,-56.182,9.033E-15,7.960E-25
892,92,0,-0.546,-0.838,-56.903,1.568E-16,1.374E-26
912,92,0,-0.538,-0.843,-57.466,2.524E-18,2.200E-28
932,92,0,-0.531,-0.847,-57.915,3.815E-20,3.308E-30
952,92,0,-0.526,-0.851,-58.280,5.462E-22,4.713E-32
972,92,0,-0.521,-0.853,-58.584,7.465E-24,6.413E-34
992,92,0,-0.517,-0.856,-58.839,9.800E-26,8.385E-36
1012,92,0,-0.514,-0.858,-59.060,1.250E-27,1.065E-37
1032,92,0,-0.951,-0.086,-5.158,9.931E-30,8.441E-40
12,112,0,-0.449,-0.887,-63.164,5.766E-26,2.698E-35
32,112,0,-0.520,-0.850,-58.534,5.366E-24,2.196E-33
52,112,0,-0.574,-0.817,-54.934,4.993E-22,1.744E-31
72,112,0,-0.614,-0.788,-52.069,4.544E-20,1.343E-29
92,112,0,-0.645,-0.764,-49.827,3.989E-18,9.987E-28
112,112,0,-0.668,-0.744,-48.087,3.347E-16,7.143E-26
132,112,0,-0.685,-0.728,-46.744,2.661E-14,4.890E-24
152,112,0,-0.698,-0.716,-45.717,1.989E-12,3.185E-22
172,112,0,-0.708,-0.706,-44.943,1.384E-10,1.960E-20
192,112,0,-0.715,-0.699,-44.369,8.866E-9,1.129E-18
212,112,0,-0.720,-0.694,-43.944,5.145E-7,6.017E-17
232,112,0,-0.724,-0.690,-43.605,2.649E-5,2.918E-15
252,112,0,-0.728,-0.685,-43.257,0.001,1.259E-13
272,112,0,-0.734,-0.679,-42.741,0.028,4.681E-12
292,112,0,-0.746,-0.666,-41.727,0.133,1.445E-10
312,112,0,-0.777,-0.629,-38.976,0.149,3.588E-9
332,112,0,-0.900,-0.337,-20.546,0.072,7.350E-8
352,112,0,-0.884,0.441,26.539,0.092,1.375E-6
372,112,0,-0.825,0.565,34.387,0.157,2.250E-5
392,112,0,-0.843,0.537,32.502,0.171,2.477E-4
412,112,0,-0.915,0.394,23.312,0.162,0.001
432,112,0,-0.993,0.056,3.253,0.200,0.004
452,112,0,-0.975,-0.215,-12.430,0.363,0.005
472,112,0,-0.932,-0.360,-21.124,0.516,0.004
492,112,0,-0.934,-0.353,-20.703,0.445,0.002
512,112,0,-0.996,-0.077,-4.446,0.412,9.316E-4
532,112,0,-0.985,-0.163,-9.369,0.508,6.724E-4
552,112,0,-0.947,-0.320,-18.699,0.470,3.036E-4
572,112,0,-0.950,-0.308,-17.928,0.298,9.852E-5
592,112,0,-0.988,-0.155,-8.929,0.170,2.811E-5
612,112,0,-0.978,-0.204,-11.789,0.135,4.995E-6
632,112,0,-0.955,-0.296,-17.248,0.173,5.116E-7
652,112,0,-0.934,-0.357,-20.932,0.318,4.736E-8
672,112,0,-0.889,-0.458,-27.255,0.423,5.426E-9
692,112,0,-0.842,-0.538,-32.583,0.387,5.170E-10
712,112,0,-0.808,-0.589,-36.056,0.184,3.529E-11
732,112,0,-0.777,-0.629,-38.960,0.027,1.987E-12
752,112,0,-0.732,-0.680,-42.891,0.001,1.032E-13
772,112,0,-0.679,-0.734,-47.203,5.605E-5,4.584E-15
792,112,0,-0.633,-0.774,-50.699,1.881E-6,1.637E-16
812,112,0,-0.599,-0.800,-53.183,5.345E-8,4.749E-18
832,112,0,-0.575,-0.818,-54.909,1.301E-9,1.159E-19
852,112,0,-0.557,-0.830,-56.134,2.772E-11,2.460E-21
872,112,0,-0.544,-0.839,-57.032,5.291E-13,4.665E-23
892,112,0,-0.534,-0.845,-57.712,9.220E-15,8.072E-25
912,112,0,-0.526,-0.850,-58.242,1.489E-16,1.295E-26
932,112,0,-0.520,-0.854,-58.665,2.255E-18,1.949E-28
952,112,0,-0.515,-0.857,-59.009,3.234E-20,2.780E-30
972,112,0,-0.511,-0.860,-59.294,4.426E-22,3.785E-32
992,112,0,-0.507,-0.862,-59.534,5.816E-24,4.952E-34
1012,112,0,-0.504,-0.864,-59.742,7.423E-26,6.295E-36
1032,112,0,-0.950,-0.086,-5.199,5.903E-28,4.990E-38
12,132,0,-0.171,0.289,59.340,2.849E-24,1.168E-33
32,132,0,-0.183,-0.086,-25.221,1.966E-22,9.356E-32
52,132,0,-0.237,-0.472,-63.369,1.367E-20,7.303E-30
72,132,0,-0.344,-0.837,-67.670,1.027E-18,5.513E-28
92,132,0,-0.477,-0.870,-61.240,8.761E-17,4.011E-26
112,132,0,-0.574,-0.815,-54.844,7.948E-15,2.800E-24
132,132,0,-0.634,-0.773,-50.653,6.986E-13,1.866E-22
152,132,0,-0.669,-0.743,-48.001,5.698E-11,1.181E-20
172,132,0,-0.691,-0.723,-46.321,4.246E-9,7.047E-19
192,132,0,-0.704,-0.710,-45.269,2.862E-7,3.933E-17
212,132,0,-0.712,-0.703,-44.638,1.724E-5,2.031E-15
232,132,0,-0.716,-0.698,-44.277,9.006E-4,9.558E-14
252,132,0,-0.719,-0.695,-44.043,0.028,4.001E-12
272,132,0,-0.722,-0.692,-43.765,0.170,1.437E-10
292,132,0,-0.729,-0.685,-43.218,0.250,4.211E-9
312,132,0,-0.743,-0.669,-41.983,0.232,9.494E-8
332,132,0,-0.791,-0.609,-37.586,0.157,1.620E-6
352,132,0,-0.928,-0.027,-1.658,0.069,2.405E-5
372,132,0,-0.854,0.518,31.245,0.122,3.426E-4
392,132,0,-0.840,0.542,32.854,0.151,0.003
412,132,0,-0.895,0.439,26.145,0.142,0.019
432,132,0,-0.990,0.069,3.971,0.163,0.048
452,132,0,-0.970,-0.238,-13.766,0.329,0.057
472,132,0,-0.925,-0.378,-22.227,0.487,0.040
492,132,0,-0.937,-0.341,-19.972,0.400,0.021
512,132,0,-0.998,-0.054,-3.114,0.392,0.014
532,132,0,-0.983,-0.171,-9.852,0.491,0.011
552,132,0,-0.941,-0.337,-19.677,0.438,0.005
572,132,0,-0.952,-0.300,-17.496,0.259,0.002
592,132,0,-0.989,-0.148,-8.540,0.146,6.488E-4
612,132,0,-0.971,-0.234,-13.529,0.122,1.218E-4
632,132,0,-0.951,-0.309,-17.978,0.183,1.333E-5
652,132,0,-0.931,-0.363,-21.265,0.350,1.480E-6
672,132,0,-0.883,-0.469,-27.986,0.445,2.007E-7
692,132,0,-0.835,-0.550,-33.407,0.458,2.064E-8
712,132,0,-0.800,-0.599,-36.822,0.414,1.486E-9
732,132,0,-0.768,-0.640,-39.802,0.227,8.959E-11
752,132,0,-0.719,-0.695,-44.045,0.044,4.998E-12
772,132,0,-0.662,-0.749,-48.542,0.003,2.327E-13
792,132,0,-0.615,-0.788,-52.020,9.580E-5,8.520E-15
812,132,0,-0.582,-0.813,-54.410,2.790E-6,2.506E-16
832,132,0,-0.559,-0.829,-56.041,6.888E-8,6.165E-18
852,132,0,-0.542,-0.840,-57.189,1.481E-9,1.315E-19
872,132,0,-0.530,-0.848,-58.026,2.845E-11,2.503E-21
892,132,0,-0.520,-0.854,-58.658,4.977E-13,4.342E-23
912,132,0,-0.513,-0.858,-59.149,8.062E-15,6.977E-25
932,132,0,-0.507,-0.862,-59.541,1.224E-16,1.052E-26
952,132,0,-0.502,-0.865,-59.860,1.758E-18,1.502E-28
972,132,0,-0.498,-0.867,-60.125,2.410E-20,2.047E-30
992,132,0,-0.495,-0.869,-60.348,3.171E-22,2.680E-32
1012,132,0,-0.492,-0.871,-60.540,4.051E-24,3.408E-34
1032,132,0,-0.949,-0.087,-5.247,3.224E-26,2.703E-36
12,152,0,-0.427,0.903,64.712,2.574E-22,4.779E-32
32,152,0,-0.405,0.912,66.072,1.828E-20,3.753E-30
52,152,0,-0.370,0.925,68.206,1.226E-18,2.864E-28
72,152,0,-0.308,0.907,71.230,7.607E-17,2.106E-26
92,152,0,-0.246,0.539,65.472,4.271E-15,1.487E-24
112,152,0,-0.247,0.066,15.031,2.154E-13,1.002E-22
132,152,0,-0.322,-0.427,-52.989,1.096E-11,6.413E-21
152,152,0,-0.488,-0.820,-59.236,8.154E-10,3.874E-19
172,152,0,-0.628,-0.776,-51.003,7.556E-8,2.196E-17
192,152,0,-0.681,-0.732,-47.104,6.066E-6,1.159E-15
212,152,0,-0.701,-0.713,-45.482,4.043E-4,5.659E-14
232,152,0,-0.709,-0.705,-44.858,0.018,2.526E-12
252,152,0,-0.711,-0.703,-44.700,0.154,1.010E-10
272,152,0,-0.711,-0.703,-44.661,0.276,3.490E-9
292,152,0,-0.714,-0.700,-44.439,0.302,9.778E-8
312,152,0,-0.722,-0.692,-43.778,0.306,2.034E-6
332,152,0,-0.741,-0.671,-42.159,0.275,2.872E-5
352,152,0,-0.828,-0.536,-32.945,0.155,2.957E-4
372,152,0,-0.941,0.191,11.466,0.084,0.003
392,152,0,-0.877,0.478,28.592,0.123,0.027
412,152,0,-0.878,0.476,28.438,0.119,0.128
432,152,0,-0.980,0.100,5.841,0.113,0.276
452,152,0,-0.959,-0.279,-16.202,0.263,0.291
472,152,0,-0.915,-0.404,-23.812,0.421,0.209
492,152,0,-0.946,-0.305,-17.877,0.325,0.142
512,152,0,-0.999,-0.021,-1.179,0.360,0.112
532,152,0,-0.980,-0.188,-10.885,0.457,0.088
552,152,0,-0.931,-0.364,-21.334,0.384,0.052
572,152,0,-0.955,-0.290,-16.899,0.206,0.026
592,152,0,-0.986,-0.167,-9.602,0.114,0.010
612,152,0,-0.953,-0.300,-17.467,0.109,0.002
632,152,0,-0.948,-0.318,-18.527,0.210,2.503E-4
652,152,0,-0.929,-0.369,-21.674,0.391,3.709E-5
672,152,0,-0.874,-0.484,-28.988,0.458,6.114E-6
692,152,0,-0.824,-0.566,-34.496,0.462,6.850E-7
712,152,0,-0.790,-0.613,-37.792,0.438,5.293E-8
732,152,0,-0.756,-0.654,-40.884,0.362,3.510E-9
752,152,0,-0.700,-0.713,-45.538,0.225,2.145E-10
772,152,0,-0.640,-0.768,-50.212,0.061,1.054E-11
792,152,0,-0.593,-0.805,-53.615,0.004,3.968E-13
812,152,0,-0.561,-0.828,-55.869,1.307E-4,1.185E-14
832,152,0,-0.539,-0.842,-57.379,3.282E-6,2.939E-16
852,152,0,-0.524,-0.852,-58.431,7.126E-8,6.305E-18
872,152,0,-0.512,-0.859,-59.195,1.377E-9,1.204E-19
892,152,0,-0.503,-0.864,-59.771,2.421E-11,2.095E-21
912,152,0,-0.497,-0.868,-60.218,3.933E-13,3.373E-23
932,152,0,-0.491,-0.871,-60.575,5.985E-15,5.092E-25
952,152,0,-0.487,-0.873,-60.865,8.616E-17,7.279E-27
972,152,0,-0.483,-0.875,-61.105,1.183E-18,9.931E-29
992,152,0,-0.480,-0.877,-61.308,1.558E-20,1.301E-30
1012,152,0,-0.477,-0.879,-61.483,1.993E-22,1.656E-32
1032,152,0,-0.948,-0.088,-5.302,1.587E-24,1.314E-34
12,172,0,-0.503,0.864,59.823,1.660E-20,1.903E-30
32,172,0,-0.503,0.864,59.796,1.227E-18,1.467E-28
